slug,level,is_stub,lsc_name,breadcrumb,triage,apqc_id,apqc_hier,apqc_depth,level_delta,apqc_name,apqc_match_score,apqc_name_only_score,apqc_description,eia_term,eia_definition,eia_url,agreement,decision,adopted_definition,provenance,web_validator,web_agreement,Decision,Notes
CM-1-3-7-3-4,5,no,Manage Fulfillment,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Manage Fulfillment,STRONG,10332,6.3.4.3.3,5,0,Manage service order fulfillment,0.667,0.667,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,Wikipedia — Order fulfillment,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-3-5,5,no,Track & Forecast Order,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Track & Forecast Order,WEAK,10332,6.3.4.3.3,5,0,Manage service order fulfillment,0.4,0.286,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-3-6,5,no,Manage Returns,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Manage Returns,WEAK,11743,2.1.4.3,4,1,Manage routings,0.5,0.5,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-4,4,no,Manage Credit & Risk,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk,STRONG,11211,9.7.5.4,4,0,Manage exposure risk,0.667,0.667,Taking care of exposure risks. Maintain financial investments in particular investments or a portfolios that could be risky for the organization.,,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-4-1,5,no,Maintain Credit Policies,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > Maintain Credit Policies,STRONG,10789,9.2.1.1,4,1,Establish credit policies,0.667,0.667,"Creating guidelines for providing advances. Set up credit standards, credit terms, and collection policies.",,,,pending,NEEDS REVIEW,,,NACM (National Association of Credit Management): 'Establishing a Credit Policy',0.107,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-4-2,5,no,Establish Credit Limit & Risk Code,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > Establish Credit Limit & Risk Code,WEAK,20709,8.3.1.3,4,1,Establish IT risk tolerance,0.5,0.5,"Determine the specific maximum risk to take in quantitative terms for each relevant risk sub-category, including strategic, operational, financial, and compliance risks.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-4-3,5,no,Monitor Credit Against Limit,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > Monitor Credit Against Limit,STRONG,11215,9.7.5.5.5,5,0,Monitor credit,0.667,0.667,Revising credit reports periodically for accurateness and changes that could be suggestive of duplicitous activity.,,,,pending,NEEDS REVIEW,,,Wikipedia: 'Business credit monitoring',0.08,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-4-4,5,no,Analyze Portfolio Credit Risk,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > Analyze Portfolio Credit Risk,WEAK,14187,9.2.1.3,4,1,Analyze credit scoring history,0.5,0.5,Reviewing past credit scores to determine the if a line of credit will be extended to potential customers. This could also include extending additional credit to existing accounts.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-4-5,5,no,Perform Customer Closure & Reinstatement,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > Perform Customer Closure & Reinstatement,WEAK,10106,3.1.1,3,2,Perform customer and market intelligence analysis,0.444,0.444,Gathering intelligence on the market and customers. Closely examine the inherent attributes and collective behavior of the various market and customer segments. Track trends in the market. Determine what drives the customers to make purchasing decisions in order to identify opportunities in the market.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-4-6,5,no,KYC Process,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Credit & Risk > KYC Process,WEAK,20094,6.2.4,3,2,Process returns,0.5,0.5,Acquiring returns and identify if the returns are scraped or salvaged.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5,4,no,Manage Customer Requests and Inquiries,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries,STRONG,10388,6.2.2,3,1,"Manage customer service problems, requests, and inquiries",0.8,0.8,"Handling the requests and inquiries from customers that seek information regarding the organization's products/services. Obtain the customer requests online and by phone. Direct these requests to higher-level representatives. Approve requests, and respond to customers.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-5-1,5,no,Establish Priority Assignment of Customer Request/Inquiry,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Establish Priority Assignment of Customer Request/Inquiry,WEAK,10324,6.3.4.1.1,5,0,Process customer request,0.444,0.444,"Soliciting or acquiring information using various sources such as databases, customer interactions, and customer request forms. Hand them further up the hierarchy to deal with them. Categorize the user's request, determining if the request is supportable and prioritizing the request.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5-2,5,no,Maintain Requests and Inquiries Master Database,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Maintain Requests and Inquiries Master Database,WEAK,10252,4.1.6.1,4,1,Maintain master data,0.5,0.5,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5-3,5,no,Process Inquiries and Requests,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Process Inquiries and Requests,WEAK,13482,6.2.2.2,4,1,"Analyze problems, requests, and inquiries",0.571,0.571,Analyzing various requests and inquiries from customers regarding products/services. Provide answers and offerings to satisfy the customer's needs.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5-4,5,no,Perform Customer Follow up,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Perform Customer Follow up,WEAK,10106,3.1.1,3,2,Perform customer and market intelligence analysis,0.5,0.5,Gathering intelligence on the market and customers. Closely examine the inherent attributes and collective behavior of the various market and customer segments. Track trends in the market. Determine what drives the customers to make purchasing decisions in order to identify opportunities in the market.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5-5,5,no,Conduct Quarterly Review Meeting,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Conduct Quarterly Review Meeting,WEAK,11427,2.1.2.5.6,5,0,Conduct financial review,0.571,0.571,Evaluating organization's financial reports and financial reporting processes. Review and document the ROI catered by the product/service delivery to the customer in the market.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-5-6,5,no,Provide Customer Training,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Customer Requests and Inquiries > Provide Customer Training,STRONG,20754,8.3.7.5,4,1,Provide  IT resilience training,0.667,0.667,Conduct and manage employee training programs on IT resilience so that prospective risks can be avoided.,,,,pending,NEEDS REVIEW,,,NIST CSRC Glossary — Information System Resilience,0.0,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-8-1,4,no,Manage Customer Invoicing and Billing,Downstream Operations > Commercial & Marketing > Marketing > Operational Accounting > Manage Customer Invoicing and Billing,WEAK,20085,6.0,1,3,Manage Customer Service,0.571,0.571,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-8-1-1,5,no,Create & Distribute Bill,Downstream Operations > Commercial & Marketing > Marketing > Operational Accounting > Manage Customer Invoicing and Billing > Create & Distribute Bill,WEAK,10295,4.2.4.4,4,1,Create/Distribute purchase orders,0.571,0.571,Creating and placing the orders for purchasing materials and services from suppliers. Analyze vendor quotes. Choose the most cost-effective vendors. Create vendor-specific orders. Distribute them in order to initiate the purchasing process.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-8-1-2,5,no,Perform Accounting For Self-billing,Downstream Operations > Commercial & Marketing > Marketing > Operational Accounting > Manage Customer Invoicing and Billing > Perform Accounting For Self-billing,WEAK,10774,9.1.2.1,4,1,Perform inventory accounting,0.571,0.571,"Conducting accounting for assets, and finding reasons for changes (depreciation, obsolescence, deterioration, change in customer taste, increased demand, decreased market supply, etc.).",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-8-1-3,5,no,Determine Taxability,Downstream Operations > Commercial & Marketing > Marketing > Operational Accounting > Manage Customer Invoicing and Billing > Determine Taxability,WEAK,10196,3.5.5.3,4,1,Determine availability,0.5,0.5,"Ascertaining the volume or scale of products/services to provide to customers to fulfill sales orders. Check the finished products stored in warehouses, the production capacity, and (in the case of services) the processing speed, as well as work force availability.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-8-1-4,5,no,Create Credit Memo,Downstream Operations > Commercial & Marketing > Marketing > Operational Accounting > Manage Customer Invoicing and Billing > Create Credit Memo,WEAK,10147,3.4.3.6,4,1,Create budget,0.4,0.4,"Creating a plan in measurable terms for the financial outlay that best captures resource allocation for the sales forecast. Consider the outlay of capital, HR, raw materials, and provisions needed to reach sales targets.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
